date,timestamp,price,daily_high,block_height,epoch,epoch_height,subsidy,supply,market_cap,eod_utc
1/31/23,2023-01-31 23:50:00,23137.16102895742,23194.483556915566,774511,4,144511,6.25,19278200.0,446042817748.44696,True
2/1/23,2023-02-01 23:50:00,23711.52762911039,23762.004422607246,774649,4,144649,6.25,19279062.5,457136023132.09607,True
2/2/23,2023-02-02 23:50:00,23494.436388637838,24145.19165118739,774793,4,144793,6.25,19279962.5,452971852531.57294,True
2/3/23,2023-02-03 23:50:00,23459.953587940785,23669.54920027647,774924,4,144924,6.25,19280781.25,452326233264.2389,True
2/4/23,2023-02-04 23:50:00,23318.747995030815,23551.39420641779,775062,4,145062,6.25,19281643.75,449623791536.21094,True
2/5/23,2023-02-05 23:50:00,22965.072230637783,23423.435611538534,775212,4,145212,6.25,19282581.25,442825871199.3918,True
2/6/23,2023-02-06 23:50:00,22768.971773856076,23119.27995032012,775363,4,145363,6.25,19283525.0,439066036425.448,True
2/7/23,2023-02-07 23:50:00,23273.984336069887,23303.30470183479,775504,4,145504,6.25,19284406.25,448824968992.9082,True
2/8/23,2023-02-08 23:50:00,22945.945606612167,23351.05824464452,775643,4,145643,6.25,19285275.0,442518871158.5575,True
2/9/23,2023-02-09 23:50:00,21835.070474351407,22996.43751078374,775803,4,145803,6.25,19286275.0,421117173812.7217,True
2/10/23,2023-02-10 23:50:00,21641.69281260423,21927.448563763293,775950,4,145950,6.25,19287193.75,417407522354.68024,True
2/11/23,2023-02-11 23:50:00,21871.615072334112,21890.18095143049,776100,4,146100,6.25,19288131.25,421862582164.6586,True
2/12/23,2023-02-12 23:50:00,21768.024951463125,22053.716864708476,776262,4,146262,6.25,19289143.75,419886562442.359,True
2/13/23,2023-02-13 23:50:00,21816.4969923938,21890.592898679697,776417,4,146417,6.25,19290112.5,420842681339.18805,True
2/14/23,2023-02-14 23:50:00,22226.89579602301,22283.005002770224,776572,4,146572,6.25,19291081.25,428780852736.36334,True
2/15/23,2023-02-15 23:50:00,24295.78232684403,24295.78232684403,776732,4,146732,6.25,19292081.25,468716206681.78906,True
2/16/23,2023-02-16 23:50:00,23657.250699214906,25104.38919240721,776912,4,146912,6.25,19293206.25,456424217047.9099,True
2/17/23,2023-02-17 23:50:00,24577.916547537967,24906.66811078968,777078,4,147078,6.25,19294243.75,474212312735.356,True
2/18/23,2023-02-18 23:50:00,24636.182656897337,24756.93942863553,777244,4,147244,6.25,19295281.25,475362073291.20636,True
2/19/23,2023-02-19 23:50:00,24359.163469117113,25066.749844592374,777408,4,147408,6.25,19296306.25,470041878293.89624,True
2/20/23,2023-02-20 23:50:00,24801.82540365762,25000.784580085543,777555,4,147555,6.25,19297225.0,478606405225.0969,True
2/21/23,2023-02-21 23:50:00,24412.776676307418,25050.096468687603,777722,4,147722,6.25,19298268.75,471124325233.1123,True
2/22/23,2023-02-22 23:50:00,24190.5007953479,24467.090233402036,777862,4,147862,6.25,19299143.75,466855952233.90845,True
2/23/23,2023-02-23 23:50:00,23946.336654247774,24572.089421454446,778034,4,148034,6.25,19300218.75,462169535688.1252,True
2/24/23,2023-02-24 23:50:00,23203.82540474613,24080.912381455182,778167,4,148167,6.25,19301050.0,447858194328.2753,True
2/25/23,2023-02-25 23:50:00,23169.27307984902,23204.82012459231,778275,4,148275,6.25,19301725.0,447206937437.1488,True
2/26/23,2023-02-26 23:50:00,23540.451272020735,23648.365148766374,778442,4,148442,6.25,19302768.75,454395887174.4596,True
2/27/23,2023-02-27 23:50:00,23519.86397926934,23848.815234307523,778583,4,148583,6.25,19303650.0,454019222303.4226,True
2/28/23,2023-02-28 23:50:00,23159.353803700138,23553.439187350046,778721,4,148721,6.25,19304512.5,447080034995.45184,True
3/1/23,2023-03-01 23:50:00,23652.749773776173,23848.40752187367,778890,4,148890,6.25,19305568.75,456629786884.18286,True
3/2/23,2023-03-02 23:50:00,23479.32188706886,23736.849304453583,779034,4,149034,6.25,19306468.75,453302794283.886,True
3/3/23,2023-03-03 23:50:00,22359.217209688275,23474.39336015424,779198,4,149198,6.25,19307493.75,431700446530.9488,True
3/4/23,2023-03-04 23:50:00,22347.343924232096,22403.37148044033,779355,4,149355,6.25,19308475.0,431493131477.4373,True
3/5/23,2023-03-05 23:50:00,22442.474538898794,22606.900803820965,779510,4,149510,6.25,19309443.75,433351699719.67346,True
3/6/23,2023-03-06 23:50:00,22428.676393518344,22584.293808702274,779642,4,149642,6.25,19310268.75,433103768865.62,True
